_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
2565,"2000 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",2,0,2,0,0,0,2019,5,5,Perry South,6,25,42003261400,1,1,1-10,40.46355424,-80.01295312
2566,"900 BLOCK LIBERTY AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,5,5,Central Business District,6,2,42003020100,6,2,1-3,40.44294531,-79.99793948
2567,"300 BLOCK KENNEDY AVE PITTSBURGH, PA 15214",2,0,2,0,0,0,2019,5,5,Perry South,1,26,42003261500,1,1,1-23,40.4742651,-80.01366992
2568,"<100 BLOCK CABLE PL PITTSBURGH, PA 15213",1,0,1,0,0,0,2019,5,5,,,,42003510000,,4,,40.39942431,-79.83565157
2569,"ZENITH WAY & KELLY ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2019,5,6,Homewood South,9,13,42003130300,2,5,3-17,40.45541243,-79.89649386
2570,"2500 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,5,6,Perry South,6,26,42003261400,1,1,1-12,40.46972197,-80.00794414
2571,"6300 BLOCK BROAD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,5,6,,,,,,5,,,
2572,"700 BLOCK HAZELWOOD AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2019,5,6,Hazelwood,5,15,42003562300,3,4,2-12,40.41979894,-79.93307298
2573,"3100 BLOCK SHADELAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,5,6,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47333758,-80.03143333
2574,"PERRYSVILLE AVE & N CHARLES ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,5,6,Perry South,6,26,42003261400,1,1,1-23,40.47101383,-80.00860169
2575,"2900 BLOCK SHERADEN BLVD PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,5,6,,,,,,6,,,
2576,"200 BLOCK ROCHELLE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,5,6,Knoxville,3,30,42003300100,5,3,4-6,40.41510646,-79.99059025
2577,"300 BLOCK LIBERTY AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,6,0,Central Business District,6,1,42003020100,6,2,1-3,40.4405702,-80.00626004
2578,"200 BLOCK AUGUSTA ST PITTSBURGH, PA 15211",5,0,0,0,3,2,2019,6,1,Duquesne Heights,2,19,42003191100,5,3,4-1,40.43905144,-80.0224946
2579,"1600 BLOCK LOWRIE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,1,Troy Hill,1,24,42003240600,1,1,1-2,40.4627513,-79.98356218
2580,"7200 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,6,1,Homewood South,9,13,42003130300,2,5,3-17,40.45738892,-79.8962698
2581,"100 BLOCK WATSON BLVD PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,6,1,Perry North,1,26,42003260700,1,1,1-15,40.48032652,-80.01014736
2582,"JOHNSTON AVE & GLENWOOD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,6,1,Hazelwood,5,15,42003562300,3,4,2-13,40.40647169,-79.93972287
2583,"JOHNSTON AVE & GLENWOOD AVE PITTSBURGH, PA 15207",2,1,1,0,0,0,2019,6,1,Hazelwood,5,15,42003562300,3,4,2-13,40.40647169,-79.93972287
2584,"100 BLOCK ALPINE AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,1,Central Northside,6,25,42003250300,1,1,1-21,40.45870619,-80.00894855
2585,"400 BLOCK LARIMER AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,6,1,Larimer,9,12,42003120800,2,5,3-10,40.46476966,-79.91505618
2586,"3500 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,2,Brighton Heights,1,27,42003270800,1,1,1-14,40.4794857,-80.03096856
2587,"500 BLOCK MAYTIDE ST PITTSBURGH, PA 15227",1,0,1,0,0,0,2019,6,2,Carrick,4,32,42003290400,3,3,4-23,40.38449032,-79.98842706
2588,"500 BLOCK PAULSON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2019,6,2,Larimer,9,12,42003120400,2,5,3-12,40.46325248,-79.91209877
2589,"2000 BLOCK WYANDOTTE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,6,2,Crawford-Roberts,6,5,42003030500,3,2,2-1,40.43826361,-79.97759791
2590,"E WARRINGTON AVE & HABERMAN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,6,3,Mount Washington,3,18,42003191500,5,3,4-16,40.42103711,-80.00248998
2591,"300 BLOCK 46TH ST PITTSBURGH, PA 15201",1,0,0,1,0,0,2019,6,3,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4706545,-79.95605826
2592,"OAK HILL DR & GARNER CT PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,6,3,Terrace Village,6,5,42003051000,3,2,2-10,40.44241678,-79.96994772
2593,"1200 BLOCK NOLAN CT PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,6,3,Homewood North,9,13,42003130100,2,5,3-17,40.45943947,-79.88687387
2594,"6900 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,6,4,,,,,,5,,,
2595,"OHIO RIVER BLVD & SUPERIOR AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,4,,,,,,1,,,
2596,"FEDERAL STN & HENDERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,4,Fineview,6,25,42003250900,1,1,1-21,40.4588709,-80.00775147
2597,"CHARLES ST & BELTZHOOVER AVE PITTSBURGH, PA 15210",2,0,2,0,0,0,2019,6,4,Beltzhoover,3,18,42003562400,5,3,4-21,40.41641981,-79.99720657
2598,"TRUAX WAY & KILKENBECK ST PITTSBURGH, PA 15212",2,0,1,1,0,0,2019,6,4,Troy Hill,1,24,42003240600,1,1,1-2,40.45934874,-79.98716943
2599,"1200 BLOCK PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,6,4,Strip District,7,2,42003020300,6,2,2-3,40.44572443,-79.99190818
2600,"100 BLOCK CRESTLINE PL PITTSBURGH, PA 15221",1,0,0,1,0,0,2019,6,4,East Hills,9,13,42003130600,2,5,3-19,40.45158853,-79.87618286
2601,"WYLIE AVE & PERRY ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,6,5,Middle Hill,6,5,42003050100,3,2,2-1,40.44571542,-79.97732855
2602,"1500 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,0,1,0,0,2019,6,5,California-Kirkbride,6,25,42003250700,1,1,1-21,40.45687441,-80.01656851
2603,"500 BLOCK GRANDVIEW AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2019,6,5,Mount Washington,2,19,42003190300,5,3,4-27,40.43490922,-80.0119104
2604,"600 BLOCK CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,6,5,Perry South,6,25,42003261400,1,1,1-12,40.46460108,-80.01674654
2605,"400 BLOCK OTTILLIA ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2019,6,5,Mount Oliver Borough,,0,42003481000,0,3,Mt Oliver,40.41263773,-79.98178437
2606,"5000 BLOCK BLAIR ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,6,5,Hazelwood,5,15,42003562900,3,4,2-13,40.40786174,-79.94700016
2607,"EAST OHIO ST & MORAVIAN WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,5,East Allegheny,1,23,42003563200,1,1,1-6,40.45338546,-80.0011314
2608,"100 BLOCK WATSON BLVD PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,6,5,Perry North,1,26,42003260700,1,1,1-15,40.48032652,-80.01014736
2609,"2500 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",2,0,1,1,0,0,2019,6,6,Perry South,6,26,42003261400,1,1,1-12,40.46972197,-80.00794414
2610,"2600 BLOCK KENN AVE PITTSBURGH, PA 15214",1,0,0,0,0,1,2019,6,6,Perry South,6,26,42003261400,1,1,1-12,40.46781597,-80.01552793
2611,"1500 BLOCK BEECHVIEW AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,6,6,Beechview,4,19,42003191600,5,6,4-28,40.41287601,-80.0251387
2612,"LEGION WAY & PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,6,6,Perry South,6,26,42003261500,1,1,1-23,40.47145612,-80.0089428
2613,"3200 BLOCK LECKY AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,6,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47444481,-80.0344226
2614,"ANTRIM ST & FLEMING AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,6,Brighton Heights,1,27,42003270300,1,1,1-14,40.47528586,-80.03754121
2615,"2500 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,6,6,Perry South,6,26,42003261400,1,1,1-12,40.46972197,-80.00794414
2616,"CHATEAU ST & COLUMBUS AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,6,6,Manchester,6,21,42003980600,1,1,1-8,40.45735214,-80.02945576
2617,"5900 BLOCK NICHOLSON ST PITTSBURGH, PA 15217",2,0,1,1,0,0,2019,6,6,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.4313326,-79.92037637
2618,"7300 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,7,0,Homewood North,9,13,42003130200,2,5,3-17,40.45883755,-79.89325313
2619,"300 BLOCK PENFORT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,7,0,Northview Heights,1,26,42003260900,1,1,1-13,40.47479442,-80.00196792
2620,"7700 BLOCK PENN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,7,0,Point Breeze,9,14,42003140600,3,4,3-14,40.44639716,-79.89387135
2621,"7700 BLOCK BRASHEAR ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,7,0,Point Breeze,9,14,42003140600,3,4,3-14,40.44493383,-79.89465076
2622,"2600 BLOCK LIBRARY RD PITTSBURGH, PA 15234",1,0,1,0,0,0,2019,7,0,Overbrook,4,32,42003320700,5,3,4-25,40.38083688,-80.00006755
2623,"100 BLOCK SAMPSONIA WAY PITTSBURGH, PA 15212",1,0,0,1,0,0,2019,7,0,Central Northside,6,25,42003250300,1,1,1-21,40.45761454,-80.00850686
2624,"100 BLOCK RHINE PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,7,0,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.46535965,-79.99204185
2625,"<100 BLOCK AUBURN ST PITTSBURGH, PA 15206",2,0,1,1,0,0,2019,7,0,Larimer,9,12,42003120800,2,5,3-10,40.46548636,-79.91761583
2626,"100 BLOCK W MEYERS ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,7,0,Carrick,4,29,42003290100,3,3,4-23,40.40006265,-79.99063335
2627,"200 BLOCK BIGHAM ST PITTSBURGH, PA 15211",1,0,0,1,0,0,2019,7,0,Mount Washington,2,19,42003190300,5,3,4-1,40.43434582,-80.01517192
2628,"PIUS ST & BROSVILLE ST PITTSBURGH, PA 15203",1,1,0,0,0,0,2019,7,1,South Side Slopes,3,17,42003170600,3,3,4-3,40.42484737,-79.98462156
2629,"SOUTH SIDE AVE & LUELLA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,7,1,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.47000839,-79.99774127
2630,"7100 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,7,1,Homewood South,9,13,42003130300,2,5,3-17,40.45789783,-79.89850047
2631,"100 BLOCK 7TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,7,1,Central Business District,6,2,42003020100,6,2,1-3,40.44414475,-80.0009968
2632,"7300 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,7,1,Homewood North,9,13,42003130200,2,5,3-17,40.45883755,-79.89325313
2633,"7200 BLOCK BENNETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,7,1,Homewood South,9,13,42003130300,2,5,3-17,40.45645609,-79.896632
2634,"CHARTIERS AVE & TUXEDO ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,7,1,Sheraden,2,20,42003202200,5,6,1-16,40.45393875,-80.06559035
2635,"5100 BLOCK KINCAID ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,7,1,Garfield,9,10,42003101700,2,5,3-4,40.46720353,-79.9423191
2636,"1400 BLOCK ADAMS ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,7,1,Manchester,6,21,42003210700,1,1,1-8,40.45872278,-80.02799927
2637,"100 BLOCK 9TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,7,2,,,,,,2,,,
2638,"900 BLOCK SAW MILL RUN BLVD PITTSBURGH, PA 15226",1,0,0,1,0,0,2019,7,2,Duquesne Heights,2,20,42003191100,5,3,4-1,40.42695204,-80.02285675
2639,"7100 BLOCK FUCHSIA WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,7,2,Homewood North,9,13,42003130200,2,5,3-17,40.45970274,-79.89780417
2640,"7400 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,7,2,Homewood South,9,13,42003130300,2,5,3-17,40.45372975,-79.89358998
2641,"5300 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,7,2,Hazelwood,5,15,42003562300,3,4,2-13,40.40455882,-79.94254573
2642,"2300 BLOCK FREMONT PL PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,7,2,Beechview,4,19,42003192000,5,6,4-28,40.402324,-80.03097663
2643,"N BRADDOCK AVE & THOMAS ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,7,2,Point Breeze North,9,14,42003140500,2,4,3-14,40.44887572,-79.89388583
2644,"100 BLOCK MONTGOMERY PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,7,2,,,,,,1,,,
2645,"5TH AVE & GRAEME ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,7,2,Central Business District,6,1,42003020100,6,2,1-3,40.44153782,-80.00249706
2646,"1200 BLOCK SUPERIOR AVE PITTSBURGH, PA 15212",1,0,0,0,1,0,2019,7,3,Marshall-Shadeland,1,27,42003270400,1,1,1-14,40.46866084,-80.02726933
2647,"1100 BLOCK FAULKNER ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2019,7,3,Sheraden,2,20,42003202200,5,6,1-16,40.4554462,-80.06269246
2648,"700 BLOCK PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,7,4,Point Breeze,8,14,42003140600,3,4,3-14,40.4502961,-79.90552717
2649,"LIBERTY AVE & 7TH AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,7,4,Central Business District,6,2,42003020100,6,2,1-3,40.44306595,-79.99748775
2650,"LILLIAN ST & HARCOURT WAY PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,7,4,Allentown,3,18,42003180300,5,3,4-21,40.41869064,-79.99681963
2651,"WASHINGTON BLVD & ALLEGHENY RIVER BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,7,4,Highland Park,7,12,42003980100,2,5,3-15,40.48427698,-79.90784963
2652,"7300 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,0,0,1,0,2019,7,4,Homewood North,9,13,42003130200,2,5,3-17,40.45883755,-79.89325313
2653,"DEARY ST & PAULSON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2019,7,4,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.46711648,-79.90585973
2654,"6700 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,7,4,Homewood West,9,12,42003120700,2,5,3-17,40.45866641,-79.90801187
2655,"3000 BLOCK LANDIS ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,7,4,,,,,,6,,,
2656,"300 BLOCK FERN ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,7,5,Garfield,9,10,42003101600,2,5,3-4,40.47117338,-79.93351712
2657,"300 BLOCK 39TH ST PITTSBURGH, PA 15201",2,0,2,0,0,0,2019,7,5,Lower Lawrenceville,7,6,42003060300,2,2,3-3,40.46508985,-79.96094175
2658,"FERRIS CT & MOHLER ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,7,5,Homewood North,9,13,42003130100,2,5,3-17,40.4594024,-79.88710374
2659,"ARLINGTON AVE & HARTFORD ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,7,5,Allentown,3,18,42003180300,5,3,4-5,40.42491862,-79.99019399
2660,"2900 BLOCK ZEPHYR AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,7,5,Sheraden,2,20,42003562500,5,6,1-16,40.45478467,-80.05200143
2661,"PERRYSVILLE AVE & LEGION WAY PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,7,5,Perry South,6,26,42003261500,1,1,1-23,40.47145612,-80.0089428
2662,"PROGRESS ST & MADISON AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,7,5,North Shore,1,23,42003563200,1,1,1-20,40.45105191,-79.99581556
2663,"<100 BLOCK TRENT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,7,5,,,,,,2,,,
2664,"800 BLOCK MONTEZUMA ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2019,7,6,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.46482515,-79.90504129
2665,"700 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,7,6,Northview Heights,1,26,42003260900,1,1,1-13,40.47599977,-79.99824126
2666,"N HOMEWOOD AVE & THOMAS ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,7,6,Point Breeze North,9,14,42003140500,2,4,3-14,40.45093241,-79.90008937
2667,"5800 BLOCK BRYANT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,7,6,Highland Park,7,11,42003110200,2,5,3-9,40.4760964,-79.92072551
2668,"3400 BLOCK WEBSTER AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,7,6,Upper Hill,6,5,42003050600,3,2,2-22,40.45485487,-79.96165009
2669,"1600 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",3,0,3,0,0,0,2019,7,6,Central Northside,6,25,42003250300,1,1,1-21,40.45796929,-80.01576154
2670,"S 21ST ST & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,8,0,South Side Flats,3,17,42003170200,3,3,4-24,40.42851375,-79.97626844
2671,"100 BLOCK ENTERPRISE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,8,1,,,,,,5,,,
2672,"<100 BLOCK N FREMONT AVE BELLEVUE, PA 15202",1,0,1,0,0,0,2019,8,1,,,,42003431400,,OSC,,40.49860155,-80.05009225
2673,"300 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,8,1,,,,,,1,,,
2674,"100 BLOCK OAKLAND AVE PITTSBURGH, PA 15213",1,0,1,0,0,0,2019,8,1,Central Oakland,3,4,42003040500,3,4,2-14,40.44220256,-79.95782625
2675,"BEECHWOOD BLVD & MONITOR ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2019,8,1,Greenfield,5,15,42003151700,3,4,2-15,40.42555714,-79.92669615
2676,"1400 BLOCK EVANDALE RD PITTSBURGH, PA 15212",1,0,0,0,1,0,2019,8,1,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47017271,-80.03204662
2677,"1500 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,0,1,0,0,2019,8,1,California-Kirkbride,6,25,42003250700,1,1,1-21,40.45687441,-80.01656851
2678,"1300 BLOCK CHARTIERS AVE PITTSBURGH, PA 15220",3,0,3,0,0,0,2019,8,1,Elliott,2,20,42003562600,5,6,1-17,40.4475962,-80.043765
2679,"SOUTHSIDE RIVERFRONT PARK ACCESS RD & 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,8,2,,,,,,3,,,
2680,"UPLAND ST & N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,8,2,Homewood North,9,13,42003130100,2,5,3-18,40.46276593,-79.89755205
2681,"800 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2019,8,2,South Side Flats,3,17,42003170200,3,3,4-2,40.42809193,-79.99089395
2682,"3900 BLOCK BOULEVARD DR PITTSBURGH, PA 15217",2,0,1,0,1,0,2019,8,2,Greenfield,5,15,42003151700,3,4,2-15,40.42815292,-79.93414933
2683,"2900 BLOCK STAFFORD ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,8,3,Sheraden,2,20,42003562500,5,6,1-16,40.45674054,-80.0504727
2684,"400 BLOCK FORT PITT BLVD PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,8,3,,,,,,2,,,
2685,"1300 BLOCK PAULSON AVE PITTSBURGH, PA 15206",3,0,2,1,0,0,2019,8,3,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4686268,-79.90116534
2686,"2500 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,8,3,East Hills,9,13,42003130600,2,5,3-19,40.456114,-79.87322715
2687,"900 BLOCK MT. PLEASANT RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,8,3,,,,,,1,,,
2688,"7700 BLOCK BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,8,3,Homewood South,9,13,42003130400,2,5,3-17,40.45459003,-79.88843011
2689,"3100 BLOCK CORDELL PL PITTSBURGH, PA 15203",2,0,1,0,1,0,2019,8,3,Arlington Heights,3,16,42003561600,3,3,4-8,40.41771717,-79.96345297
2690,"100 BLOCK LYTTON AVE PITTSBURGH, PA 15213",1,0,0,1,0,0,2019,8,4,North Oakland,8,4,42003982200,3,4,2-7,40.44610062,-79.9546331
2691,"1200 BLOCK DICKSON ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,8,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4702143,-80.02807905
2692,"7200 BLOCK CHURCHLAND ST PITTSBURGH, PA 15206",8,3,4,1,0,0,2019,8,4,,,,,,5,,,
2693,"2900 BLOCK MULLINS ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,8,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47041132,-80.03196305
2694,"2500 BLOCK SHIRAS AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,8,4,Beechview,4,19,42003192000,5,6,4-28,40.40398948,-80.02627629
2695,"FORT DUQUESNE BLVD & 7TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,8,4,Central Business District,6,2,42003020100,6,2,1-3,40.44463338,-80.00086726
2696,"100 BLOCK MONTVILLE ST PITTSBURGH, PA 15214",1,0,0,0,0,1,2019,8,4,Summer Hill,1,26,42003261200,1,1,1-15,40.4987874,-80.017106
2697,"200 BLOCK HELEN WAY PITTSBURGH, PA 15210",1,0,0,1,0,0,2019,8,4,,,,,,3,,,
2698,"800 BLOCK SELBY WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,8,4,South Side Flats,3,17,42003170200,3,3,4-2,40.42754102,-79.99087651
2699,"1200 BLOCK FAULKNER ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,8,5,Sheraden,2,20,42003202200,5,6,1-16,40.45490789,-80.06366229
2700,"1800 BLOCK SMALLMAN ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,8,5,Strip District,7,2,42003020300,6,2,2-3,40.45096199,-79.98540462
2701,"MEADVILLE ST & CEMETERY ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,8,5,Fineview,1,25,42003250900,1,1,1-10,40.46251794,-80.00572603
2702,"7900 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,8,5,East Hills,9,13,42003130600,2,5,3-17,40.45508042,-79.88590938
2703,"SENECA ST & 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,8,5,Bluff,6,1,42003010300,3,4,2-1,40.43815492,-79.97589032
2704,"100 BLOCK OAK HILL DR PITTSBURGH, PA 15213",2,0,1,0,1,0,2019,8,5,Terrace Village,6,4,42003040200,3,2,2-10,40.43969316,-79.96778374
2705,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,8,5,,,,42003563900,,1,,40.41253154,-79.84279604
2706,"2600 BLOCK LIBRARY RD PITTSBURGH, PA 15234",1,0,1,0,0,0,2019,8,5,Overbrook,4,32,42003320700,5,3,4-25,40.38083688,-80.00006755
2707,"800 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,8,5,Northview Heights,1,26,42003260900,1,1,1-13,40.47575196,-79.9994764
2708,"2700 BLOCK BROWNSVILLE RD PITTSBURGH, PA",1,0,1,0,0,0,2019,8,5,Carrick,4,29,42003290400,3,3,4-23,40.38433841,-79.9780811
2709,"700 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2019,8,5,Allentown,3,18,42003180300,5,3,4-21,40.42151898,-79.99548871
2710,"200 BLOCK TROWBRIDGE ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,8,5,Hazelwood,5,15,42003562300,3,4,2-13,40.40556515,-79.94169009
2711,"6200 BLOCK ST MARIE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,8,5,East Liberty,9,11,42003111300,2,5,3-8,40.46792396,-79.91809368
2712,"1300 BLOCK CHARTIERS AVE PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,8,6,Elliott,2,20,42003562600,5,6,1-17,40.4475962,-80.043765
2713,"UPLAND ST & BRUSHTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,8,6,Homewood North,9,13,42003130100,2,5,3-17,40.46054055,-79.88851303
2714,"1400 BLOCK EVERS DR PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,8,6,,,,,,5,,,
2715,"2000 BLOCK LEY ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,8,6,Troy Hill,1,24,42003240600,1,1,1-2,40.46785042,-79.98034065
2716,"100 BLOCK PUTNAM ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,8,6,,,,,,5,,,
2717,"5100 BLOCK BUTLER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,8,6,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.47837327,-79.95543682
2718,"100 BLOCK OVERBROOK BLVD PITTSBURGH, PA 15210",2,0,2,0,0,0,2019,8,6,Carrick,4,29,42003290400,3,3,4-23,40.38886752,-79.98622232
2719,"1900 BLOCK PIONEER AVE PITTSBURGH, PA 15226",1,0,0,1,0,0,2019,9,0,Brookline,4,19,42003191700,5,6,4-26,40.40403749,-80.01605859
2720,"200 BLOCK COPPERFIELD AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,0,,,,,,3,,,
2721,"3200 BLOCK SACRAMENTO AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,9,0,Sheraden,2,20,42003562500,5,6,1-16,40.45941411,-80.05209194
